country,facility_name,town,address,latitude,longitude,coord_precision,outdoor_courts,surface,lighting,free_use,access,owner,lipas_id,source_url,data_cutoff,fact_check_notes
FINLAND,Aurlahden beachvolleykenttä 2,LOHJA,"Rantapuisto, 08100 LOHJA",60.246366,24.052303,address,,sand,,,public,city,616935,,2026-05-09,LIPAS id 616935; type 1330; status active
FINLAND,Aurlahden beachvolleykenttä 3,LOHJA,"Rantapuisto, 08100 LOHJA",60.246366,24.052403,address,,sand,,,public,city,616936,,2026-05-09,LIPAS id 616936; type 1330; status active
FINLAND,Lohtajan beachvolleykenttä,LOHTAJA,"Alaviirteentie 12, 68230 LOHTAJA",64.026175,23.504320,address,1,sand,,,school,city,102042,https://www.kokkola.fi/vapaa-aika/liikunta/ulkoliikuntapaikat/beach-volley-kentat/,2026-05-09,LIPAS id 102042; type 1330; status active
FINLAND,Ohtakarin beachvolleykenttä 1,LOHTAJA,"Ohtakarintie 867, 68230 LOHTAJA",64.082197,23.419851,address,,sand,,,public,city,101995,https://www.kokkola.fi/vapaa-aika/liikunta/ulkoliikuntapaikat/beach-volley-kentat/,2026-05-09,LIPAS id 101995; type 1330; status active
FINLAND,Ohtakarin beachvolleykenttä 2,LOHTAJA,"Ohtakarintie 867, 68230 LOHTAJA",64.082189,23.420058,address,,sand,,,public,city,616887,https://www.kokkola.fi/vapaa-aika/liikunta/ulkoliikuntapaikat/beach-volley-kentat/,2026-05-09,LIPAS id 616887; type 1330; status active
FINLAND,Kariston beachvolleykenttä,Lahti,"Kariston rantatie 36, 15160 Lahti",60.979351,25.750048,address,,sand,,,public,city,529666,https://www.lahti.fi/palvelut/liikunta-ja-ulkoilu/uimarannat/kariston-uimaranta,2026-05-09,LIPAS id 529666; type 1330; status active
FINLAND,Kisapuiston beachvolleykenttä 1,Lahti,"Kisapuisto, 15140 Lahti",60.988754,25.651898,address,,sand,,yes,public,city,512758,https://www.lahti.fi/vapaa-aika/liikunta-ja-ulkoilu/,2026-05-09,LIPAS id 512758; type 1330; status active
FINLAND,Kisapuiston beachvolleykenttä 2,Lahti,"Kisapuisto, 15140 Lahti",60.988754,25.651998,address,,sand,,yes,public,city,616913,https://www.lahti.fi/vapaa-aika/liikunta-ja-ulkoilu/,2026-05-09,LIPAS id 616913; type 1330; status active
FINLAND,Kisapuiston beachvolleykenttä 3,Lahti,"Kisapuisto, 15140 Lahti",60.988754,25.652098,address,,sand,,yes,public,city,616914,https://www.lahti.fi/vapaa-aika/liikunta-ja-ulkoilu/,2026-05-09,LIPAS id 616914; type 1330; status active
FINLAND,Kisapuiston beachvolleykenttä 4,Lahti,"Kisapuisto, 15140 Lahti",60.988754,25.652198,address,,sand,,yes,public,city,616915,https://www.lahti.fi/vapaa-aika/liikunta-ja-ulkoilu/,2026-05-09,LIPAS id 616915; type 1330; status active
FINLAND,Paavolan beachvolleykenttä 1,Lahti,"Tunnelipolku, 15140 Lahti",60.985591,25.670887,address,,sand,,,school,city,516709,https://www.lahti.fi/vapaa-aika/liikunta-ja-ulkoilu/,2026-05-09,LIPAS id 516709; type 1330; status active
FINLAND,Paavolan beachvolleykenttä 2,Lahti,"Tunnelipolku, 15140 Lahti",60.985591,25.670987,address,,sand,,,school,city,616916,https://www.lahti.fi/vapaa-aika/liikunta-ja-ulkoilu/,2026-05-09,LIPAS id 616916; type 1330; status active
FINLAND,Museonrannan beachvolleykenttä,Laihia,"Museonrannantie 11, 66400 Laihia",62.987890,21.971945,address,1,sand,yes,yes,public,city,516666,http://www.laihia.fi/palvelut/liikunta,2026-05-09,LIPAS id 516666; type 1330; status active
FINLAND,Urheilukeskuksen beachvolleykenttä 1,Laihia,"Länsitie 62, 66400 Laihia",62.972050,22.012713,address,,sand,,,public,city,516652,http://www.laihia.fi/palvelut/liikunta,2026-05-09,LIPAS id 516652; type 1330; status active
FINLAND,Urheilukeskuksen beachvolleykenttä 2,Laihia,"Länsitie 62, 66400 Laihia",62.972050,22.012813,address,,sand,,,public,city,616919,http://www.laihia.fi/palvelut/liikunta,2026-05-09,LIPAS id 616919; type 1330; status active
FINLAND,Sankolan beach volley-kenttä,Lammi,"Sankolantie 298, 16900 Lammi",61.119914,24.982948,address,,,,yes,public,city,618786,,2026-05-09,LIPAS id 618786; type 1330; status active
FINLAND,Untulan beachvolleykentät 3 kpl,Lammi,"Untulantie, 16900 Lammi",61.094681,24.995434,address,,sand,,yes,public,city,617393,https://www.hameenlinna.fi/hyvinvointi-ja-liikunta/liikunta-ja-ulkoilu/uimahallit-ja-rannat/,2026-05-09,LIPAS id 617393; type 1330; status active
FINLAND,Lanneveden beachvolleykenttä,Lannevesi,"Kiimasjärventie 51, 41270 Lannevesi",62.611754,25.399549,address,1,sand,,,public,registered-association,511438,http://www.lannevesi.fi/,2026-05-09,LIPAS id 511438; type 1330; status active
FINLAND,Haminamäen beachvolleykenttä 1,Lapinlahti,"Monarintie 8, 73100 Lapinlahti",63.358138,27.403141,address,1,sand,,yes,school,city,102108,http://www.lapinlahti.fi/,2026-05-09,LIPAS id 102108; type 1330; status active
FINLAND,Haminamäen beachvolleykenttä 2,Lapinlahti,"Monarintie 8, 73100 Lapinlahti",63.358138,27.403241,address,1,sand,,yes,school,city,616920,http://www.lapinlahti.fi/,2026-05-09,LIPAS id 616920; type 1330; status active
FINLAND,Portaanpään beachvolleykenttä,Lapinlahti,"Portaanpääntie 63, 73100 Lapinlahti",63.349905,27.384634,address,1,sand,,,public,foundation,102015,http://www.portaanpaa.fi/,2026-05-09,LIPAS id 102015; type 1330; status active
FINLAND,Lappajärven beach volley -kenttä,Lappajärvi,"Hyytisentie 5, 62600 Lappajärvi",63.210767,23.631861,address,1,sand,,,public,city,516360,www.lappajarvi.fi,2026-05-09,LIPAS id 516360; type 1330; status active
FINLAND,Beachvolleykenttä 1,Lappeenranta,"Ainonkatu, 53100 Lappeenranta",61.064154,28.205477,address,,,,,public,city,603861,,2026-05-09,LIPAS id 603861; type 1330; status active
FINLAND,Beachvolleykenttä 2,Lappeenranta,"Ainonkatu, 53100 Lappeenranta",61.064154,28.205577,address,,,,,public,city,616930,,2026-05-09,LIPAS id 616930; type 1330; status active
FINLAND,Lauritsalan beachvolleykenttä,Lappeenranta,"Kuntokatu 10, 53300 Lappeenranta",61.074732,28.270553,address,1,sand,,,public,city,101178,www.lappeenranta.fi,2026-05-09,LIPAS id 101178; type 1330; status active
FINLAND,Mattilan beachvolleykenttä,Lappeenranta,"Kaarnepolku, 53650 Lappeenranta",61.029498,28.157417,address,1,sand,,,public,city,101392,www.lappeenranta.fi,2026-05-09,LIPAS id 101392; type 1330; status active
FINLAND,Myllysaaren beachvolleykenttä 1,Lappeenranta,"Myllysaarenpolku, 53100 Lappeenranta",61.066586,28.200928,address,1,sand,,,public,city,516339,https://lappeenranta.fi/fi/kulttuuri-ja-liikunta/liikunta,2026-05-09,LIPAS id 516339; type 1330; status active
FINLAND,Myllysaaren beachvolleykenttä 2,Lappeenranta,"Myllysaarenpolku, 53100 Lappeenranta",61.066586,28.201028,address,1,sand,,,public,city,616926,https://lappeenranta.fi/fi/kulttuuri-ja-liikunta/liikunta,2026-05-09,LIPAS id 616926; type 1330; status active
FINLAND,Myllysaaren beachvolleykenttä 3,Lappeenranta,"Myllysaarenpolku, 53100 Lappeenranta",61.066586,28.201128,address,1,sand,,,public,city,616927,https://lappeenranta.fi/fi/kulttuuri-ja-liikunta/liikunta,2026-05-09,LIPAS id 616927; type 1330; status active
FINLAND,Myllysaaren beachvolleykenttä 4,Lappeenranta,"Myllysaarenpolku, 53100 Lappeenranta",61.066586,28.201228,address,1,sand,,,public,city,616928,https://lappeenranta.fi/fi/kulttuuri-ja-liikunta/liikunta,2026-05-09,LIPAS id 616928; type 1330; status active
FINLAND,Myllysaaren beachvolleykenttä 5,Lappeenranta,"Myllysaarenpolku, 53100 Lappeenranta",61.066586,28.201328,address,1,sand,,,public,city,616929,https://lappeenranta.fi/fi/kulttuuri-ja-liikunta/liikunta,2026-05-09,LIPAS id 616929; type 1330; status active
FINLAND,Laukaan sataman beachvolleykenttä,Laukaa,"Satamatie, 41340 Laukaa",62.411454,25.961590,address,,sand,,yes,public,city,617071,,2026-05-09,LIPAS id 617071; type 1330; status active
FINLAND,Peurungan beachvolleykenttä,Laukaa as,"Peurungantie 85, 41350 Laukaa as",62.435551,25.893448,address,1,sand,,,public,company-ltd,516222,www.peurunka.fi,2026-05-09,LIPAS id 516222; type 1330; status active
FINLAND,Suninsalmen beachvolleykenttä 1,Lehtimäki,"Eino Uusitalontie 482, 63500 Lehtimäki",62.784871,24.014288,address,1,sand,,,public,registered-association,517992,,2026-05-09,LIPAS id 517992; type 1330; status active
FINLAND,Suninsalmen beachvolleykenttä 2,Lehtimäki,"Eino Uusitalontie 482, 63500 Lehtimäki",62.784781,24.014376,address,1,sand,,,public,registered-association,517993,,2026-05-09,LIPAS id 517993; type 1330; status active
FINLAND,Rantalentiskenttä,Lemi,"Rantatie, 54710 Lemi",61.065418,27.797928,address,,,,,public,city,605096,,2026-05-09,LIPAS id 605096; type 1330; status active
FINLAND,Hääkiven beachvolleykenttä,Lempäälä,"Turuntie 628, 37500 Lempäälä",61.322078,23.765509,address,,sand,,yes,public,city,529117,www.lempaala.fi,2026-05-09,LIPAS id 529117; type 1330; status active
FINLAND,Ylipääne beachvolleykenttä,Lentilä,"Alavudentie 965, 63230 Lentilä",62.685597,23.551666,address,1,sand,,yes,public,city,608664,https://www.facebook.com/groups/1678558815708025,2026-05-09,LIPAS id 608664; type 1330; status active
FINLAND,Vokkolan beachvolleykenttä,Leppävirta,"Vokkolantie, 79100 Leppävirta",62.488022,27.780616,address,,sand,,yes,public,city,524314,https://www.vesileppisliikuntapalvelut.fi/,2026-05-09,LIPAS id 524314; type 1330; status active
FINLAND,Sataman beachvolleykenttä,Lieksa,"Braheantie, 81700 Lieksa",63.309171,30.011498,address,1,sand,,,public,city,516119,www.lieksa.fi,2026-05-09,LIPAS id 516119; type 1330; status active
FINLAND,Halmelan beachvolleykenttä,Lieto,"Halmelantie, 21350 Lieto",60.511381,22.391798,address,1,sand,,yes,public,city,611105,,2026-05-09,LIPAS id 611105; type 1330; status active
FINLAND,Rantakylän beach volley -kenttä 1,Liminka,"Monttutie 4, 91900 Liminka",64.807520,25.342951,address,1,sand,,,public,city,516095,www.liminka.fi,2026-05-09,LIPAS id 516095; type 1330; status active
FINLAND,Rantakylän beach volley -kenttä 2,Liminka,"Monttutie 4, 91900 Liminka",64.807520,25.343051,address,1,sand,,,public,city,616931,www.liminka.fi,2026-05-09,LIPAS id 616931; type 1330; status active
FINLAND,Rantakylän beach volley -kenttä 3,Liminka,"Monttutie 4, 91900 Liminka",64.807520,25.343151,address,1,sand,,,public,city,616932,www.liminka.fi,2026-05-09,LIPAS id 616932; type 1330; status active
FINLAND,Tupoksen beach vollye -kenttä,Liminka,"Tuiskulanranta, 91910 Liminka",64.860624,25.461773,address,,,,,public,city,605572,,2026-05-09,LIPAS id 605572; type 1330; status active
FINLAND,Linnavuoren beachvolleykenttä,Linnavuori,"Miharintie, 37240 Linnavuori",61.493739,23.343451,address,1,sand,,,school,city,102175,http://www.nokiankaupunki.fi/,2026-05-09,LIPAS id 102175; type 1330; status active
FINLAND,Järvelän beachvolleykenttä 1,Littoinen,"Järveläntie, 20660 Littoinen",60.459825,22.387938,address,1,sand,,,public,city,102039,http://www.lieto.fi/,2026-05-09,LIPAS id 102039; type 1330; status active
FINLAND,Järvelän beachvolleykenttä 2,Littoinen,"Järveläntie, 20660 Littoinen",60.459854,22.388322,address,1,sand,,,public,city,515024,http://www.lieto.fi/,2026-05-09,LIPAS id 515024; type 1330; status active
FINLAND,Kultanummen beachvolleykenttä,Littoinen,"Vempeleenkatu 3, 20660 Littoinen",60.460177,22.366474,address,1,sand,,,public,city,102072,www.kaarina.fi,2026-05-09,LIPAS id 102072; type 1330; status active
FINLAND,Kisakallion beachvolleykenttä,Lohja,"Kisakalliontie 284, 08360 Lohja",60.320450,24.042510,address,1,sand,,,public,foundation,510484,http://www.kisakallio.fi/,2026-05-09,LIPAS id 510484; type 1330; status active
FINLAND,Hirvihovin beachvolleykenttä 1,Loimaa,"Kuusitie 1, 32210 Loimaa",60.873657,22.982727,address,1,sand,,,school,city,102031,www.loimaa.fi,2026-05-09,LIPAS id 102031; type 1330; status active
FINLAND,Hirvihovin beachvolleykenttä 2,Loimaa,"Kuusitie 1, 32210 Loimaa",60.873694,22.982851,address,1,sand,,,school,city,616937,www.loimaa.fi,2026-05-09,LIPAS id 616937; type 1330; status active
FINLAND,Hirvihovin beachvolleykenttä 3,Loimaa,"Kuusitie 1, 32210 Loimaa",60.873731,22.982970,address,1,sand,,,school,city,616938,www.loimaa.fi,2026-05-09,LIPAS id 616938; type 1330; status active
FINLAND,Kauhanojan koulun Beachvolleykenttä,Loimaa,"Vanha Hämeentie 240, 32200 Loimaa",60.829560,23.135107,address,1,sand,,,school,city,102134,https://www.loimaa.fi/vapaa-aika/liikunta/liikuntapaikat/ulkoliikuntapaikat/beachvolley-ja-tenniskentat/,2026-05-09,LIPAS id 102134; type 1330; status active
FINLAND,Lammaspellon beachvolleykenttä,Loimaa,"Pihlavantie 12, 32200 Loimaa",60.839073,23.038264,address,1,sand,,yes,public,city,101987,https://www.loimaa.fi/vapaa-aika/liikunta/liikuntapaikat/ulkoliikuntapaikat/nurmi-ja-hiekkakentat/,2026-05-09,LIPAS id 101987; type 1330; status active
FINLAND,Loimaan urheilukeskuksen beachvolleykenttä,Loimaa,"Sammonkatu, 32200 Loimaa",60.848221,23.049727,address,1,sand,,yes,school,city,102106,https://www.loimaa.fi/vapaa-aika/liikunta/liikuntapaikat/ulkoliikuntapaikat/beachvolley-ja-tenniskentat/,2026-05-09,LIPAS id 102106; type 1330; status active
FINLAND,Mellilänjärven beachwolleykenttä 1,Loimaa,"Huovintie 1, 32300 Loimaa",60.756970,22.891233,address,1,sand,,yes,public,city,617559,https://www.loimaa.fi/vapaa-aika/liikunta/liikuntapaikat/ulkoliikuntapaikat/beachvolley-ja-tenniskentat/,2026-05-09,LIPAS id 617559; type 1330; status active
FINLAND,Mellilänjärven beachwolleykenttä 2,Loimaa,"Huovintie 1, 32300 Loimaa",60.756746,22.891276,address,1,sand,,yes,public,city,617560,https://www.loimaa.fi/vapaa-aika/liikunta/liikuntapaikat/ulkoliikuntapaikat/beachvolley-ja-tenniskentat/,2026-05-09,LIPAS id 617560; type 1330; status active
FINLAND,Mellilänjärven beachwolleykenttä 3,Loimaa,"Huovintie 1, 32300 Loimaa",60.756555,22.891369,address,1,sand,,yes,public,city,617561,https://www.loimaa.fi/vapaa-aika/liikunta/liikuntapaikat/ulkoliikuntapaikat/beachvolley-ja-tenniskentat/,2026-05-09,LIPAS id 617561; type 1330; status active
FINLAND,Jussilanrannan beachvolleykenttä,Louhua,"Mikkolantie 25, 92450 Louhua",64.551747,25.267238,address,1,sand,,,public,city,510998,http://www.siikajoki.fi/,2026-05-09,LIPAS id 510998; type 1330; status active
FINLAND,Lovisavikens skola beachvolleykenttä,Loviis,"Brandensteininkatu 29 B, 07900 Loviis",60.457332,26.234389,address,,sand,,yes,school,city,610691,,2026-05-09,LIPAS id 610691; type 1330; status active
FINLAND,Plagenin beachvolleykenttä,Loviisa,"Kapteenintie, 07920 Loviisa",60.444437,26.239216,address,2,sand,,,public,city,101791,http://www.loviisa.fi/,2026-05-09,LIPAS id 101791; type 1330; status active
FINLAND,Luontokeitaan beachvolleykenttä,Lumijoki,"Viinavuorentie, 91980 Lumijoki",64.825522,25.195696,address,1,sand,,yes,public,city,515938,http://www.lumijoki.fi/,2026-05-09,LIPAS id 515938; type 1330; status active
FINLAND,Luopioisten uimarannan beachvolleykenttä,Luopioinen,"Rajalantie 26, 36760 Luopioinen",61.359398,24.663510,address,1,sand,,yes,public,city,513802,http://www.palkane.fi/,2026-05-09,LIPAS id 513802; type 1330; status active
FINLAND,Länkipohjan beachvolleykenttä 1,LÄNGELMÄKI,"Aallontie 5B, 35400 LÄNGELMÄKI",61.727250,24.784643,address,1,sand,,yes,public,city,517910,jamsa.sometec.fi,2026-05-09,LIPAS id 517910; type 1330; status active
FINLAND,Länkipohjan beachvolleykenttä 2,LÄNGELMÄKI,"Aallontie 5B, 35400 LÄNGELMÄKI",61.727338,24.784815,address,1,sand,,yes,public,city,616854,jamsa.sometec.fi,2026-05-09,LIPAS id 616854; type 1330; status active
FINLAND,Länkipohjan beachvolleykenttä 3,LÄNGELMÄKI,"Aallontie 5B, 35400 LÄNGELMÄKI",61.727415,24.784974,address,1,sand,,yes,public,city,616855,jamsa.sometec.fi,2026-05-09,LIPAS id 616855; type 1330; status active
